Time,Production
12-11-2004,24.0894
13-11-2004,24.098
14-11-2004,24.1209
15-11-2004,24.0967
16-11-2004,23.9838
17-11-2004,23.9468
18-11-2004,24.0478
19-11-2004,24.0538
20-11-2004,24.6128
21-11-2004,24.1236
22-11-2004,23.8578
23-11-2004,23.3802
24-11-2004,23.3686
25-11-2004,23.3808
26-11-2004,23.2336
27-11-2004,23.3296
28-11-2004,23.6633
29-11-2004,22.7287
30-11-2004,22.3683
01-12-2004,22.1142
02-12-2004,23.3685
03-12-2004,23.3873
04-12-2004,23.3895
05-12-2004,23.1874
06-12-2004,23.0851
07-12-2004,22.8349
08-12-2004,22.8165
09-12-2004,22.6994
10-12-2004,22.7412
11-12-2004,22.7734
12-12-2004,22.9052
13-12-2004,22.9615
14-12-2004,22.8018
15-12-2004,22.3961
16-12-2004,22.637
17-12-2004,22.5801
18-12-2004,22.9049
19-12-2004,22.779
20-12-2004,22.7625
21-12-2004,22.8864
22-12-2004,22.4502
23-12-2004,22.6972
24-12-2004,22.745
25-12-2004,23.2587
26-12-2004,22.5809
27-12-2004,22.8889
28-12-2004,22.4956
29-12-2004,22.8917
30-12-2004,23.079
31-12-2004,22.8304
01-01-2005,22.7289
02-01-2005,22.5761
03-01-2005,31.7436
04-01-2005,39.9542
05-01-2005,40.7257
06-01-2005,41.7647
07-01-2005,41.9299
08-01-2005,42.2454
09-01-2005,42.2922
10-01-2005,42.2554
11-01-2005,41.7948
12-01-2005,41.9414
13-01-2005,42.2486
14-01-2005,42.6471
15-01-2005,42.6301
16-01-2005,42.521
17-01-2005,43.1786
18-01-2005,43.1541
19-01-2005,43.1959
20-01-2005,43.0185
21-01-2005,42.1311
22-01-2005,42.5798
23-01-2005,42.4689
24-01-2005,42.8876
25-01-2005,43.1128
26-01-2005,43.2431
27-01-2005,43.4462
28-01-2005,43.3234
29-01-2005,43.3999
30-01-2005,43.3522
31-01-2005,43.0945
01-02-2005,43.3064
02-02-2005,43.0764
03-02-2005,43.101
04-02-2005,43.2591
05-02-2005,43.1837
06-02-2005,43.0096
07-02-2005,43.0081
08-02-2005,43.0896
09-02-2005,42.9483
10-02-2005,43.1483
11-02-2005,43.1619
12-02-2005,43.2307
13-02-2005,42.9533
14-02-2005,43.3134
15-02-2005,43.4301
16-02-2005,43.0189
17-02-2005,42.7933
18-02-2005,42.753
19-02-2005,43.6134
20-02-2005,43.6066
21-02-2005,43.567
22-02-2005,43.4831
23-02-2005,43.6278
24-02-2005,43.8558
25-02-2005,43.8722
26-02-2005,43.6771
27-02-2005,43.5032
28-02-2005,43.4731
01-03-2005,43.6069
02-03-2005,42.1939
03-03-2005,42.0911
04-03-2005,41.9108
05-03-2005,42.1153
06-03-2005,42.3609
07-03-2005,42.5176
08-03-2005,44.8411
09-03-2005,45.6984
10-03-2005,45.6951
11-03-2005,45.8123
12-03-2005,44.6212
13-03-2005,45.586
14-03-2005,46.0867
15-03-2005,45.2561
16-03-2005,45.6323
17-03-2005,45.765
18-03-2005,45.3564
19-03-2005,45.1703
20-03-2005,45.4151
21-03-2005,45.7069
22-03-2005,45.1774
23-03-2005,44.5326
24-03-2005,44.3146
25-03-2005,44.6271
26-03-2005,44.9534
27-03-2005,45.0981
28-03-2005,44.8842
29-03-2005,44.7407
30-03-2005,45.5109
31-03-2005,45.333
01-04-2005,45.031
02-04-2005,45.0072
03-04-2005,45.2192
04-04-2005,44.8993
05-04-2005,45.2205
06-04-2005,45.3215
07-04-2005,44.9015
08-04-2005,45.1047
09-04-2005,45.4127
10-04-2005,45.5497
11-04-2005,45.3044
12-04-2005,45.3324
13-04-2005,45.5715
14-04-2005,45.3397
15-04-2005,45.3533
16-04-2005,45.4204
17-04-2005,45.2376
18-04-2005,45.2007
19-04-2005,45.3231
20-04-2005,45.3009
21-04-2005,45.5823
22-04-2005,45.5259
23-04-2005,45.3259
24-04-2005,45.3928
25-04-2005,45.439
26-04-2005,45.3594
27-04-2005,45.3397
28-04-2005,45.4133
29-04-2005,45.4406
30-04-2005,45.427
01-05-2005,45.694
02-05-2005,45.338
03-05-2005,45.3437
04-05-2005,45.4216
05-05-2005,45.3639
06-05-2005,45.3295
07-05-2005,45.4046
08-05-2005,45.3975
09-05-2005,45.4216
10-05-2005,45.2845
11-05-2005,45.3567
12-05-2005,45.3973
13-05-2005,45.3721
14-05-2005,45.4456
15-05-2005,17.9138
16-05-2005,23.5076
17-05-2005,23.6933
18-05-2005,23.9354
19-05-2005,43.8422
20-05-2005,45.8678
21-05-2005,45.8105
22-05-2005,45.299
23-05-2005,45.7707
24-05-2005,45.1533
25-05-2005,46.2049
26-05-2005,42.6842
27-05-2005,43.3053
28-05-2005,43.719
29-05-2005,44.4233
30-05-2005,44.9287
31-05-2005,45.5411
01-06-2005,45.4944
02-06-2005,45.5694
03-06-2005,45.4867
04-06-2005,45.5813
05-06-2005,38.1845
06-06-2005,41.1508
07-06-2005,43.6045
08-06-2005,44.152
09-06-2005,44.2736
10-06-2005,45.4022
11-06-2005,45.1025
12-06-2005,45.2331
13-06-2005,45.2433
14-06-2005,44.9054
15-06-2005,45.0895
16-06-2005,45.1614
17-06-2005,44.8993
18-06-2005,45.2596
19-06-2005,45.1513
20-06-2005,45.3009
21-06-2005,45.3184
22-06-2005,45.2461
23-06-2005,45.2658
24-06-2005,38.2184
25-06-2005,45.1732
26-06-2005,45.2271
27-06-2005,45.1428
28-06-2005,43.7878
29-06-2005,45.5978
30-06-2005,45.2136
01-07-2005,45.2893
02-07-2005,45.122
03-07-2005,45.1698
04-07-2005,45.5136
05-07-2005,45.3806
06-07-2005,45.3566
07-07-2005,45.4697
08-07-2005,45.1738
09-07-2005,45.3388
10-07-2005,45.1706
11-07-2005,45.2164
12-07-2005,45.3856
13-07-2005,45.498
14-07-2005,45.2937
15-07-2005,45.2111
16-07-2005,45.2389
17-07-2005,45.5851
18-07-2005,45.2694
19-07-2005,45.5564
20-07-2005,45.4007
21-07-2005,45.2578
22-07-2005,45.2349
23-07-2005,45.3943
24-07-2005,45.2114
25-07-2005,45.2939
26-07-2005,45.4162
27-07-2005,45.3858
28-07-2005,45.4101
29-07-2005,45.3749
30-07-2005,45.4075
31-07-2005,45.4478
01-08-2005,45.4339
02-08-2005,45.4966
03-08-2005,45.4287
04-08-2005,45.6963
05-08-2005,45.5803
06-08-2005,45.5924
07-08-2005,45.5575
08-08-2005,45.4612
09-08-2005,45.5674
10-08-2005,45.5444
11-08-2005,45.5364
12-08-2005,45.5787
13-08-2005,45.4697
14-08-2005,45.5334
15-08-2005,45.3022
16-08-2005,45.2198
17-08-2005,45.0102
18-08-2005,44.9886
19-08-2005,44.6836
20-08-2005,44.8065
21-08-2005,44.9212
22-08-2005,44.8691
23-08-2005,45.1237
24-08-2005,44.8489
25-08-2005,44.8558
26-08-2005,44.9202
27-08-2005,44.9359
28-08-2005,44.8865
29-08-2005,44.9136
30-08-2005,44.9508
31-08-2005,44.8503
01-09-2005,44.6755
02-09-2005,44.7631
03-09-2005,45.547
04-09-2005,45.0908
05-09-2005,45.1828
06-09-2005,45.4319
07-09-2005,45.3208
08-09-2005,44.0305
09-09-2005,45.0573
10-09-2005,45.3734
11-09-2005,44.6371
12-09-2005,44.7251
13-09-2005,44.7626
14-09-2005,44.8797
15-09-2005,44.4659
16-09-2005,44.7065
17-09-2005,44.1564
18-09-2005,44.1567
19-09-2005,44.7957
20-09-2005,43.8355
21-09-2005,44.0119
22-09-2005,43.8296
23-09-2005,43.7261
24-09-2005,43.4962
25-09-2005,43.5066
26-09-2005,43.6234
27-09-2005,43.7954
28-09-2005,44.1137
29-09-2005,44.3396
30-09-2005,43.8771
01-10-2005,43.9022
02-10-2005,43.6841
03-10-2005,43.9035
04-10-2005,42.7427
05-10-2005,44.0267
06-10-2005,43.5937
07-10-2005,43.9442
08-10-2005,43.7975
09-10-2005,44.1305
10-10-2005,43.843
11-10-2005,44.0504
12-10-2005,44.0898
13-10-2005,44.2459
14-10-2005,44.807
15-10-2005,45.0905
16-10-2005,44.9425
17-10-2005,45.1663
18-10-2005,45.5278
19-10-2005,45.8363
20-10-2005,45.7647
21-10-2005,45.929
22-10-2005,45.8596
23-10-2005,46.1611
24-10-2005,45.268
25-10-2005,45.1253
26-10-2005,45.0401
27-10-2005,44.7113
28-10-2005,44.5075
29-10-2005,44.4481
30-10-2005,44.7874
31-10-2005,44.8896
01-11-2005,44.7559
02-11-2005,44.6665
03-11-2005,44.4986
04-11-2005,43.9221
05-11-2005,43.812
06-11-2005,44.4295
07-11-2005,44.283
08-11-2005,43.9525
09-11-2005,44.4026
10-11-2005,44.4906
11-11-2005,44.6316
12-11-2005,44.6945
13-11-2005,44.6269
14-11-2005,44.3202
15-11-2005,44.4036
16-11-2005,44.6639
17-11-2005,44.3684
18-11-2005,44.3978
19-11-2005,44.3304
20-11-2005,44.5688
21-11-2005,44.3766
22-11-2005,44.3755
23-11-2005,44.2837
24-11-2005,44.0048
25-11-2005,43.9503
26-11-2005,44.235
27-11-2005,44.4232
28-11-2005,44.2768
29-11-2005,44.3596
30-11-2005,44.4659
01-12-2005,44.1774
02-12-2005,44.2298
03-12-2005,44.1751
04-12-2005,44.1071
05-12-2005,44.1647
06-12-2005,44.3241
07-12-2005,44.2983
08-12-2005,44.3311
09-12-2005,44.1785
10-12-2005,44.4249
11-12-2005,44.2727
12-12-2005,44.3383
13-12-2005,44.2907
14-12-2005,44.2532
15-12-2005,44.2117
16-12-2005,44.1898
17-12-2005,44.2761
18-12-2005,44.2505
19-12-2005,44.1566
20-12-2005,44.2956
21-12-2005,44.1605
22-12-2005,44.3818
23-12-2005,44.7455
24-12-2005,44.654
25-12-2005,44.5142
26-12-2005,44.767
27-12-2005,44.6161
28-12-2005,44.6741
29-12-2005,44.6362
30-12-2005,44.6667
31-12-2005,44.7352
01-01-2006,44.8532
02-01-2006,44.8625
03-01-2006,44.7292
04-01-2006,44.7146
05-01-2006,44.5326
06-01-2006,44.4824
07-01-2006,44.4517
08-01-2006,44.3845
09-01-2006,44.3997
10-01-2006,44.4038
11-01-2006,44.3237
12-01-2006,44.2863
13-01-2006,44.2373
14-01-2006,44.371
15-01-2006,44.2611
16-01-2006,44.3479
17-01-2006,44.2919
18-01-2006,44.2885
19-01-2006,44.3007
20-01-2006,44.2575
21-01-2006,44.2998
22-01-2006,44.335
23-01-2006,44.3034
24-01-2006,44.2977
25-01-2006,44.3114
26-01-2006,44.3554
27-01-2006,44.3198
28-01-2006,44.2962
29-01-2006,44.3319
30-01-2006,44.4118
31-01-2006,44.3805
01-02-2006,44.3302
02-02-2006,44.3515
03-02-2006,44.3557
04-02-2006,44.3778
05-02-2006,44.2559
06-02-2006,44.2945
07-02-2006,44.3517
08-02-2006,44.315
09-02-2006,44.2287
10-02-2006,44.3014
11-02-2006,44.3541
12-02-2006,44.3251
13-02-2006,44.3564
14-02-2006,44.3671
15-02-2006,44.3968
16-02-2006,44.3741
17-02-2006,44.4503
18-02-2006,44.3423
19-02-2006,44.3548
20-02-2006,44.4792
21-02-2006,44.3854
22-02-2006,44.2829
23-02-2006,44.2304
24-02-2006,44.1703
25-02-2006,44.1494
26-02-2006,44.202
27-02-2006,44.1345
28-02-2006,44.1576
01-03-2006,44.0865
02-03-2006,44.085
03-03-2006,44.015
04-03-2006,44.1218
05-03-2006,44.1562
06-03-2006,44.3392
07-03-2006,43.8365
08-03-2006,44.1632
09-03-2006,43.6563
10-03-2006,43.6262
11-03-2006,43.6595
12-03-2006,43.5467
13-03-2006,43.6121
14-03-2006,43.5703
15-03-2006,43.6166
16-03-2006,43.5682
17-03-2006,43.4065
18-03-2006,43.5311
19-03-2006,43.4493
20-03-2006,43.8515
21-03-2006,43.7492
22-03-2006,43.6276
23-03-2006,43.7415
24-03-2006,44.0033
25-03-2006,43.9901
26-03-2006,43.2488
27-03-2006,43.6049
28-03-2006,44.1896
29-03-2006,44.2837
30-03-2006,44.1159
31-03-2006,44.0257
01-04-2006,44.0036
02-04-2006,43.7413
03-04-2006,43.8324
04-04-2006,44.1625
05-04-2006,44.1251
06-04-2006,43.9826
07-04-2006,43.7771
08-04-2006,44.0719
09-04-2006,43.6121
10-04-2006,43.4586
11-04-2006,43.6212
12-04-2006,43.7398
13-04-2006,43.952
14-04-2006,44.3511
15-04-2006,44.107
16-04-2006,44.0735
17-04-2006,44.3486
18-04-2006,43.8578
19-04-2006,44.0117
20-04-2006,44.2397
21-04-2006,43.9598
22-04-2006,43.846
23-04-2006,44.1617
24-04-2006,43.7512
25-04-2006,43.9807
26-04-2006,43.7896
27-04-2006,44.0693
28-04-2006,43.9739
29-04-2006,44.3547
30-04-2006,44.1095
01-05-2006,44.1139
02-05-2006,43.2067
03-05-2006,44.0791
04-05-2006,43.4283
05-05-2006,43.7166
06-05-2006,43.6844
07-05-2006,43.3493
08-05-2006,43.6884
09-05-2006,44.5381
10-05-2006,44.0128
11-05-2006,43.9059
12-05-2006,43.8155
13-05-2006,43.9885
14-05-2006,43.5636
15-05-2006,43.651
16-05-2006,43.8533
17-05-2006,43.6275
18-05-2006,43.7909
19-05-2006,43.8893
20-05-2006,44.0235
21-05-2006,43.9194
22-05-2006,44.1164
23-05-2006,43.9671
24-05-2006,44.1786
25-05-2006,43.7134
26-05-2006,43.8142
27-05-2006,43.7446
28-05-2006,43.5562
29-05-2006,43.6636
30-05-2006,43.4806
31-05-2006,43.6287
01-06-2006,43.51
02-06-2006,43.9663
03-06-2006,43.3688
04-06-2006,43.147
05-06-2006,43.2153
06-06-2006,43.3177
07-06-2006,43.0819
08-06-2006,43.193
09-06-2006,43.2135
10-06-2006,42.9025
11-06-2006,42.8965
12-06-2006,42.7057
13-06-2006,43.0774
14-06-2006,43.15
15-06-2006,43.7292
16-06-2006,43.8858
17-06-2006,43.7169
18-06-2006,44.095
19-06-2006,43.8105
20-06-2006,43.284
21-06-2006,43.9291
22-06-2006,43.9899
23-06-2006,44.0585
24-06-2006,43.9722
25-06-2006,44.0048
26-06-2006,43.3645
27-06-2006,43.5356
28-06-2006,43.7658
29-06-2006,43.8147
30-06-2006,43.5375
01-07-2006,43.6084
02-07-2006,43.5215
03-07-2006,43.5993
04-07-2006,43.5643
05-07-2006,43.624
06-07-2006,43.6262
07-07-2006,43.7893
08-07-2006,43.6569
09-07-2006,43.7031
10-07-2006,43.8194
11-07-2006,43.8571
12-07-2006,43.9062
13-07-2006,43.7567
14-07-2006,43.8565
15-07-2006,44.0882
16-07-2006,43.9346
17-07-2006,43.9971
18-07-2006,43.9314
19-07-2006,43.952
20-07-2006,43.8184
21-07-2006,44.0508
22-07-2006,43.8508
23-07-2006,43.7749
24-07-2006,43.6892
25-07-2006,43.8175
26-07-2006,43.9096
27-07-2006,43.8681
28-07-2006,43.9252
29-07-2006,43.7284
30-07-2006,43.8272
31-07-2006,43.8132
01-08-2006,43.856
02-08-2006,43.7891
03-08-2006,43.8944
04-08-2006,43.8297
05-08-2006,43.6769
06-08-2006,44.34
07-08-2006,44.251
08-08-2006,43.9536
09-08-2006,43.697
10-08-2006,43.4411
11-08-2006,43.8418
12-08-2006,43.701
13-08-2006,43.848
14-08-2006,43.7743
15-08-2006,43.8144
16-08-2006,43.832
17-08-2006,43.8867
18-08-2006,43.6781
19-08-2006,43.7326
20-08-2006,43.709
21-08-2006,43.7945
22-08-2006,43.7482
23-08-2006,43.8716
24-08-2006,43.713
25-08-2006,43.6076
26-08-2006,43.6487
27-08-2006,44.6777
28-08-2006,44.7525
29-08-2006,44.5027
30-08-2006,44.4797
31-08-2006,44.3687
01-09-2006,44.1896
02-09-2006,43.9351
03-09-2006,43.8372
04-09-2006,43.8558
05-09-2006,44.0819
06-09-2006,43.9424
07-09-2006,43.9869
08-09-2006,43.7597
09-09-2006,43.7925
10-09-2006,44.0883
11-09-2006,43.8485
12-09-2006,43.9974
13-09-2006,43.9272
14-09-2006,44.007
15-09-2006,44.1257
16-09-2006,43.8963
17-09-2006,43.8286
18-09-2006,43.5368
19-09-2006,43.8288
20-09-2006,43.8303
21-09-2006,43.3608
22-09-2006,43.7445
23-09-2006,44.0971
24-09-2006,43.6064
25-09-2006,43.6845
26-09-2006,43.8246
27-09-2006,43.9879
28-09-2006,43.8199
29-09-2006,44.0338
30-09-2006,43.8332
01-10-2006,43.5683
02-10-2006,43.925
03-10-2006,43.937
04-10-2006,43.8168
05-10-2006,44.2316
06-10-2006,43.9644
07-10-2006,43.6419
08-10-2006,43.3413
09-10-2006,43.6941
10-10-2006,44.1716
11-10-2006,43.8227
12-10-2006,44.15
13-10-2006,43.9197
14-10-2006,43.9631
15-10-2006,43.8571
16-10-2006,43.9672
17-10-2006,43.6672
18-10-2006,43.7071
19-10-2006,43.775
20-10-2006,43.6049
21-10-2006,43.5083
22-10-2006,43.6019
23-10-2006,43.517
24-10-2006,43.611
25-10-2006,43.6041
26-10-2006,43.5843
27-10-2006,43.5963
28-10-2006,43.6119
29-10-2006,43.6809
30-10-2006,43.6537
31-10-2006,43.5553
01-11-2006,43.4452
02-11-2006,43.8987
03-11-2006,43.642
04-11-2006,43.7684
05-11-2006,43.9651
06-11-2006,43.7526
07-11-2006,43.891
08-11-2006,44.1074
09-11-2006,44.4088
10-11-2006,43.9226
11-11-2006,43.7129
12-11-2006,43.6965
13-11-2006,43.8909
14-11-2006,43.9296
15-11-2006,43.8027
16-11-2006,43.6791
17-11-2006,43.7006
18-11-2006,43.7419
19-11-2006,43.6618
20-11-2006,43.9859
21-11-2006,43.7329
22-11-2006,43.7451
23-11-2006,43.7687
24-11-2006,44.2735
25-11-2006,44.4025
26-11-2006,44.2159
27-11-2006,44.3023
28-11-2006,44.1314
29-11-2006,43.8995
30-11-2006,43.868
01-12-2006,44.01
02-12-2006,43.8098
03-12-2006,43.8339
04-12-2006,43.5818
05-12-2006,43.6257
06-12-2006,43.7101
07-12-2006,43.7378
08-12-2006,43.656
09-12-2006,43.7286
10-12-2006,43.7953
11-12-2006,43.7058
12-12-2006,43.7886
13-12-2006,43.8465
14-12-2006,43.9173
15-12-2006,43.8067
16-12-2006,43.7053
17-12-2006,43.6356
18-12-2006,43.7667
19-12-2006,43.704
20-12-2006,43.9593
21-12-2006,43.8577
22-12-2006,43.957
23-12-2006,44.0389
24-12-2006,44.1219
25-12-2006,43.8736
26-12-2006,43.8178
27-12-2006,43.1035
28-12-2006,43.2894
29-12-2006,43.6491
30-12-2006,43.6939
31-12-2006,43.86
01-01-2007,43.9381
02-01-2007,43.9196
03-01-2007,43.7753
04-01-2007,43.8329
05-01-2007,43.644
06-01-2007,43.8217
07-01-2007,43.9705
08-01-2007,43.8304
09-01-2007,43.9371
10-01-2007,43.8295
11-01-2007,43.7076
12-01-2007,43.6894
13-01-2007,43.6834
14-01-2007,43.6613
15-01-2007,43.5916
16-01-2007,43.727
17-01-2007,43.7543
18-01-2007,44.6242
19-01-2007,44.8563
20-01-2007,44.7346
21-01-2007,44.7957
22-01-2007,44.8358
23-01-2007,44.6673
24-01-2007,44.3747
25-01-2007,44.3847
26-01-2007,44.2391
27-01-2007,43.7644
28-01-2007,44.1569
29-01-2007,44.0121
30-01-2007,43.9706
31-01-2007,43.8406
01-02-2007,43.8531
02-02-2007,43.9026
03-02-2007,43.888
04-02-2007,43.778
05-02-2007,43.9006
06-02-2007,43.9337
07-02-2007,43.6292
08-02-2007,43.589
09-02-2007,43.6781
10-02-2007,44.0495
11-02-2007,43.4993
12-02-2007,43.475
13-02-2007,42.835
14-02-2007,43.1936
15-02-2007,43.2045
16-02-2007,42.503
17-02-2007,42.156
18-02-2007,41.6344
19-02-2007,41.4752
20-02-2007,40.0983
21-02-2007,40.056
22-02-2007,40.1467
23-02-2007,40.5564
24-02-2007,40.4762
25-02-2007,40.0337
26-02-2007,40.1634
27-02-2007,40.2019
28-02-2007,40.3234
01-03-2007,40.1893
02-03-2007,39.9662
03-03-2007,39.7982
04-03-2007,39.7283
05-03-2007,39.8631
06-03-2007,39.7736
07-03-2007,39.9237
08-03-2007,39.637
09-03-2007,40.0047
10-03-2007,40.0512
11-03-2007,39.7082
12-03-2007,39.5058
13-03-2007,39.4394
14-03-2007,39.3909
15-03-2007,39.3535
16-03-2007,39.4485
17-03-2007,39.2352
18-03-2007,38.9601
19-03-2007,38.9282
20-03-2007,38.821
21-03-2007,38.5866
22-03-2007,34.8147
23-03-2007,38.8545
24-03-2007,38.7464
25-03-2007,38.898
26-03-2007,39.1412
27-03-2007,38.8689
28-03-2007,38.6316
29-03-2007,38.1048
30-03-2007,37.6176
31-03-2007,37.817
01-04-2007,37.8828
02-04-2007,38.2729
03-04-2007,38.2157
04-04-2007,38.2515
05-04-2007,38.1894
06-04-2007,38.1471
07-04-2007,38.1065
08-04-2007,37.9241
09-04-2007,37.9566
10-04-2007,38.3655
11-04-2007,38.3251
12-04-2007,38.256
13-04-2007,37.6291
14-04-2007,37.6807
15-04-2007,35.8643
16-04-2007,36.3533
17-04-2007,36.7842
18-04-2007,36.4123
19-04-2007,36.595
20-04-2007,36.7529
21-04-2007,36.8254
22-04-2007,36.713
23-04-2007,36.6292
24-04-2007,35.7655
25-04-2007,36.2437
26-04-2007,36.4161
27-04-2007,36.2599
28-04-2007,36.3289
29-04-2007,36.2067
30-04-2007,36.2399
01-05-2007,36.3668
02-05-2007,36.6876
03-05-2007,37.0259
04-05-2007,36.5373
05-05-2007,36.7224
06-05-2007,37.0082
07-05-2007,37.1604
08-05-2007,37.0382
09-05-2007,37.532
10-05-2007,37.9855
11-05-2007,39.0862
12-05-2007,34.4348
13-05-2007,33.1732
14-05-2007,32.4784
15-05-2007,25.0221
16-05-2007,20.8622
17-05-2007,20.9712
18-05-2007,21.094
19-05-2007,20.9494
20-05-2007,21.0099
21-05-2007,21.0682
22-05-2007,20.9543
23-05-2007,20.8685
24-05-2007,20.9664
25-05-2007,20.8958
26-05-2007,20.7977
27-05-2007,20.9293
28-05-2007,21.0123
29-05-2007,20.8459
30-05-2007,20.9371
31-05-2007,20.9506
01-06-2007,20.8591
02-06-2007,21.1186
03-06-2007,21.1594
04-06-2007,21.0943
05-06-2007,21.1898
06-06-2007,21.2119
07-06-2007,21.1857
08-06-2007,21.2104
09-06-2007,21.0992
10-06-2007,21.1639
11-06-2007,21.2207
12-06-2007,21.1795
13-06-2007,20.7968
14-06-2007,20.4671
15-06-2007,20.4035
16-06-2007,20.478
17-06-2007,20.3983
18-06-2007,20.4421
19-06-2007,20.4083
20-06-2007,20.1951
21-06-2007,20.4622
22-06-2007,20.3691
23-06-2007,20.3792
24-06-2007,20.4648
25-06-2007,20.415
26-06-2007,20.4458
27-06-2007,20.4393
28-06-2007,20.4336
29-06-2007,20.543
30-06-2007,20.445
01-07-2007,20.2862
02-07-2007,20.233
03-07-2007,20.6376
04-07-2007,17.3063
05-07-2007,20.3245
06-07-2007,20.3454
07-07-2007,20.2455
08-07-2007,20.4555
09-07-2007,20.4388
10-07-2007,20.5366
11-07-2007,20.5053
12-07-2007,20.4194
13-07-2007,20.5993
14-07-2007,20.7082
15-07-2007,20.6039
16-07-2007,20.6835
17-07-2007,20.6374
18-07-2007,20.7112
19-07-2007,20.7101
20-07-2007,20.532
21-07-2007,20.6972
22-07-2007,20.715
23-07-2007,20.6815
24-07-2007,20.6384
25-07-2007,20.7012
26-07-2007,20.8056
27-07-2007,20.8708
28-07-2007,20.8113
29-07-2007,20.8453
30-07-2007,20.7462
31-07-2007,20.873
01-08-2007,20.8269
02-08-2007,20.934
03-08-2007,20.9646
04-08-2007,20.8755
05-08-2007,20.8586
06-08-2007,20.7058
07-08-2007,20.7838
08-08-2007,20.7565
09-08-2007,20.6341
